label,sentence1,sentence2
0,为什么不提倡近亲输血,血清弱D表型孕产妇应视为RhD阴性吗
0,红细胞为什么有时候需要冻存,输注少白细胞红细胞的临床意义有哪些
0,为什么献完血要按压针眼及上方5—10分钟,输血是治疗贫血最有效的方法吗
1,是不是献了一次血后，就必须不停地献血,是不是献一次血后，就需要长期不停地献血
1,献血前是吃饱了去，还是空腹呢,献血前是吃饱了去，还是空腹呢
1,为什么推行捐献采成分血,为什么推行捐献机采成分血
0,机采成分血对身体有什么影响吗,出现意外伤害时献血也不迟吧
1,如何计算每袋全血的重量,如何计算每袋全血的重量
1,熊猫血会遗传吗 熊猫血怎么遗传,Rh阴性血会遗传吗以及怎么遗传
1,献血会影响体力吗,献血会影响体力吗
1,肝素是如何抗凝的,肝素是如何抗凝的
1,为什么献血时要携带有效身份证件,献血时携带有效身份证件的作用是什么
0,为什么45-55岁的健康者不再接受采集造血干细胞登记,有血液恐惧症怎么办
0,Rh阴性患者是否只能使用Rh阴性血,献血后饮食如何调理
0,献血后多久可以喝酒,我自己都贫血了，怎能献血呢
0,血液的主要组成成分有哪些,献血能降血脂
0,献血后为什么手臂会出现淤血,为什么献血检测结果与医院检验结果不一样
0,献血影响健康吗,选择什么样的血管采血
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,献血能降血脂
0,为什么献血时要携带有效身份证件,不同血型的人可以互相输血吗
0,我的血如果不好怎么办,为什么说全血并不全
0,为什么献血需核对身份证,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
0,献血后身体会发胖吗,献血安全吗
0,献血会影响体力吗,血型是怎样遗传的
0,最近生过病怎么办,全血为什么需要在4±2℃保存
0,献血前应该喝糖水还是盐水,捐献后的血液需要低温保存吗
0,为什么少数人会发生献血反应,想献血但勇气不够怎么办
0,如何决定输血速度,捐献全血的流程包括什么
0,献血影响健康吗,为什么采血时塑料采血袋在不停地摆动
0,血液是否有有效期,流动献血车属于哪个医院的
0,红细胞是怎样携带氧气的,输注少白细胞红细胞的临床意义有哪些
1,献血前应做哪些准备,献血前准备
1,一名健康的公民一生可以献多少血,多少岁可以献血
0,我国公民参加献血的年龄规定是多少,捐献成分血会不会感染疾病
0,健康者在多大年龄适合捐献造血干细胞,秋冬季献血应注意什么
1,对献血反应该如何处理,发生献血反应怎么办
1,哪些人不适合献血,不适合献血人群有哪些
0,血型漫画丨难忘的端午节，你们都是怎么包粽子的,害怕针怎么办
0,为什么直系亲属之间不能相互献血,献血会不会感染上疾病
0,献血安全吗,人的血型会改变吗
0,献血能喝咖啡吗,人体哪些器官有贮血功能
0,血液流速与什么因素有关,血型与器官移植有关吗
0,还有什么血型系统与输血关系很大,非那根和地塞米松是否要作为常规输血前给药
0,为什么少数人会发生献血反应,献血为何要补充水份
0,我献出的血液，采供血机构会如何处理,人体内有哪些造血器官
1,为什么献血前有的人心里感到紧张,献血前为什么部分人心里感到紧张
0,血液的颜色是什么,不知道献血码怎么查询献血记录
1,RhD阴性患者如何输注血小板,RhD阴性患者怎么输注血小板
0,献血前是吃饱了去，还是空腹呢,献血后饮食如何调理
0,交叉配血是怎么回事,中老年人如何降低高血液粘稠度
1,我害怕献血怎么办,我害怕献血
1,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,接种新冠病毒疫苗后，间隔多久能献血
1,献血后如何保护针眼,献血后保护针眼的方法是什么
0,血清弱D表型孕产妇应视为RhD阴性吗,国际社会公认的“无偿献血者”的概念是什么
1,高脂血患者平时怎么吃,高脂血患者饮食方面有什么注意
1,体内HIV可完全清除,艾滋病病毒在体内可以完全清除吗
1,为什么丙型肝炎病毒抗体（HCV抗体）阳性不能献血,有丙肝可以献血吗
0,新冠肺炎疫情常态化防控怎么做,献血安全吗
1,高度近视者为何不能献血,高度近视者为何不能献血
0,献血后要进补吗,为什么需要献血
1,献血后要进补吗,献血后需要刻意进补吗
0,熊猫血会遗传吗 熊猫血怎么遗传,采血时血液流速会影响血液质量吗
0,月经期间为何不能献血,献血影响健康吗
0,滤除血液中白细胞的时机有什么意义,为什么需要献血
0,人的血管能有多长,还有什么血型系统与输血关系很大
0,晕血？原来是血管迷走神经的过度反应,Rh（－）者输血供应有保障吗
1,血液，需多长时间能恢复原来水平,血液需要多久能恢复
0,ABO血型系统是如何定型的,广州血液中心是什么机构
0,哪些原因会引起血小板输注无效,献血后如何按压针眼
1,血小板是怎样止血的,血小板是如何止血的
0,为什么献血无偿而用血有偿,护士对安全输血起什么作用
0,有血液恐惧症怎么办,最近生过病怎么办
1,为什么纹身、打耳洞一年内不能献血,为什么打完耳洞一年内不能献血
0,输血与血型之间的关系是什么,献血可以减肥吗
0,血小板的“神奇功效”，您知道几个,血液流速与哪些因素有关
1,献血安全吗,献血安全吗
0,我害怕献血怎么办,"“无偿献血,有偿使用?”是这样的吗"
0,为什么丙型肝炎病毒抗体（HCV抗体）阳性不能献血,献血的8种好处，您知道多少
1,人的血型会改变吗,血型能改变吗
1,已经献过血了，可以不献了吧,我献过一次血了，是不是以后就不用献了
1,Rh阴性患者如何输血,Rh阴性患者是怎样输血的
1,为什么无偿献血，但输血却要收费,为什么人们是无偿献血，而病人到了医院要输血却要收费呢
1,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,接种灭火新冠病毒疫苗后，间隔多久能献血
1,如何计算每袋全血的重量,一袋血的重量如何计算
0,为什么血压不合格不能献血,血小板的“神奇功效”，您知道几个
1,捐献成分血会不会感染疾病,献成分血可能感染疾病吗
0,熊猫血会遗传吗 熊猫血怎么遗传,献血可能会导致“贫血”吗
0,人体的血液是如何循环的,为什么在献血登记前要求填写健康征询表
1,献血中出现低血糖性昏厥该如何处理,低血糖患者突然晕倒该怎么处理
0,为什么血压不合格不能献血,想献血但勇气不够怎么办
1,输血与血型之间的关系是什么,输血与血型之间的关系是什么
0,熊猫血会遗传吗 熊猫血怎么遗传,常见血液制品有哪些临床用途
0,血压与献血有什么关系,A型血易感新冠肺炎
1,血型与器官移植有关吗,器官移植需要测什么血型
1,献血能喝咖啡吗,喝过咖啡后能献血吗
0,Rh是如何遗传的,为什么献血时要携带有效身份证件
0,B型血者如何真正快乐起来,如何知道自己已成为捐献造血干细胞志愿者
0,想献血但勇气不够怎么办,献血会不会上瘾
0,为什么献血时要携带有效身份证件,献血后要进补吗
0,献全血好还是血小板好？献血的10个小纠结，一次解决,献血能降血脂
0,国际社会公认的“无偿献血者”的概念是什么,蹲下再站起来会头晕或眼前一片黑可以献血吗
0,正常人献血200~400毫升后在饮食上应注意什么,输血可以引起哪些疾病
1,"捐血是吃饱了再去呢,还是空腹",献血要空腹吗
0,三种输血方式_哪种适合您,献血能喝咖啡吗
0,全血为什么需要在4±2℃保存,献血中出现低血糖性昏厥该如何处理
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,献血为何要补充水份
1,献血前是吃饱了去，还是空腹呢,献血是空腹还是吃饱了去
0,人体内血液总量是多少,身体里有多余的血吗
1,采血时血液流速会影响血液质量吗,采血时血液流速将影响血液质量吗
0,献血后补充哪种食物才能快速恢复元气,献血是不是应该有偿
0,母婴哪些血型会发生新生儿溶血症,捐献造血干细胞有报酬吗
0,血液黏稠度高怎么办,哪些原因会引起血小板输注无效
0,人体内血液总量是多少,ABO血型系统是如何定型的
1,血小板的“神奇功效”，您知道几个,血小板的“神奇功效”，您知道几个
0,让职工上班时间献血，单位的损失不是太大了吗,广州血液中心是什么机构
0,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,是谁第一个将人血输给人的
0,红细胞在4度条件下为什么不能永久保存,《献血法》鼓励哪些人率先参加献血
0,献血对身体有害吗,献血后为什么手臂会出现淤血
0,体内HIV可完全清除,流动献血车属于哪个医院的
0,献血可以减肥吗,输过血的人可以献血吗
1,献血可以减肥吗,无偿献血能减肥吗
0,有的人为什么见血会晕倒,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
0,血液流速与什么因素有关,为什么献血检测结果与医院检验结果不一样
0,报名后是否可以随时改变捐献造血干细胞的决定,为什么献血检测结果与医院检验结果不一样
0,蹲下再站起来会头晕或眼前一片黑可以献血吗,人体血容量究竟是怎么算出来的
0,对非法采供血者的处罚有哪些,富血小板的血浆治疗确实有效吗
0,输过血的人，为什么要1年后才能献血,熊猫血会遗传吗 熊猫血怎么遗传
0,广州血液中心是什么机构,为什么献血时要携带有效身份证件
0,空腹献血者为什么偶尔可出现低血糖性昏厥,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
1,为什么献血需核对身份证,为什么献血需核对身份证
0,是谁第一个发现了血型,献血可以减肥吗
1,为什么献血前有的人心里感到紧张,为什么献血前一些人会感到紧张
1,人体急需血液时，自身哪些器官可以供血,人体急需血液时，自身哪些器官可以供血
0,白细胞是怎样排除异己的,B型血者如何真正快乐起来
0,广州血液中心是什么机构,空腹献血者为什么偶尔可出现低血糖性昏厥
0,血型与器官移植有关吗,出现意外伤害时献血也不迟吧
1,血型能变吗,血型能变吗
1,血液流速与什么因素有关,影响血流速度的因素是什么
1,哪些人不适合献血,哪些人不适合献血
0,献血后如何保护针眼,血液检测后可用和不可用的血液去向
1,为什么采血时塑料采血袋在不停地摆动,为什么采血时塑料采血袋在不停地摆动
0,为什么无偿献血，但输血却要收费,血液黏稠度高怎么办
1,正常人献血200~400毫升后在饮食上应注意什么,献血后吃什么好
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,我献出的血液，采供血机构会不会拿去卖掉呢
0,高度近视者为何不能献血,献血的8种好处，您知道多少
0,为什么献血需核对身份证,中老年人如何降低高血液粘稠度
0,为什么献血前有的人心里感到紧张,为什么吸毒者被列为献血高危人群
0,高脂血患者平时怎么吃,平常还要体育锻炼怎么办
0,蹲下再站起来会头晕或眼前一片黑可以献血吗,献血能降血脂
0,献血后要进补吗,为什么纹身、打耳洞一年内不能献血
0,献血后为防止针眼感染一般多少天内不要沾水,哪些人符合献血的条件
1,为什么不能输脂肪血,为什么不能输脂肪血
1,输血为什么有风险,输血为什么有风险
0,血型和性格有关吗,血小板的“神奇功效”，您知道几个
0,为什么丙型肝炎病毒抗体（HCV抗体）阳性不能献血,血液流速与什么因素有关
1,血液是否有有效期,血液会过期吗
0,捐机采成分血和捐献全血有区别吗,血型和性格有关吗
1,出现意外伤害时献血也不迟吧,出现意外伤害时再去献血不迟吧
0,出现意外伤害时献血也不迟吧,为什么采血时塑料采血袋在不停地摆动
0,人体内的血液总量有多少,新冠肺炎疫情常态化防控怎么做
0,献血后，教你如何正确补血,捐机采成分血和捐献全血有区别吗
1,大姨妈来了为什么不能献血,生理期期间为什么不能献血
0,外科输血如何进行,平常还要体育锻炼怎么办
0,对非法采供血者的处罚有哪些,哪些原因会引起血小板输注无效
0,不知道献血码怎么查询献血记录,秋冬季献血应注意什么
0,血液为什么是咸的,打疫苗对献血有何影响
0,我的血为什么不能输给他,为什么有的人会晕血
0,捐机采成分血对身体有什么影响吗,怎样正确自己测血压
1,为什么直系亲属之间不能相互献血,直系亲属间不能献血
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,你还在纠结捐献200毫升还是400毫升么
1,我的血为什么不能输给他,我的血为什么不能输给他
0,《献血法》对医疗机构临床用血有什么规定,打疫苗对献血有何影响
1,是不是献了一次血后，就必须不停地献血,是不是献了一次血后，就必须不停地献血
0,献血可以减肥吗,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员
1,红细胞在4度条件下为什么不能永久保存,红细胞在4度条件下为什么不能永久保存
1,公民如何参加献血,我怎么才能献血
0,哪些原因会引起血小板输注无效,孕妇为什么要做血型鉴定
1,献血会导致身体发胖吗,献血会让人变胖吗
1,交叉配血是怎么回事,什么是交叉配血
0,人体造血的原料是什么,HLA与输血有什么关系
0,血液的主要组成成分有哪些,让职工上班时间献血，单位的损失不是太大了吗
0,为什么临床输血常用枸橼酸盐作抗凝剂,我害怕献血怎么办
0,为什么无偿献血，但输血却要收费,美国红十字会采供血机构如何做献血后告知与咨询
1,怎样成为一名捐献造血干细胞志愿者,成为一名捐献造血干细胞志愿者的条件
0,为什么还要填写捐献者的两位不同住址的亲属或朋友的姓名和联系方式,血站对采集的血液要做怎样的处理
0,如果贫血怎么还可以献血吧,还有什么血型系统与输血关系很大
1,献血可能会导致“贫血”吗,献血会不会导致贫血
0,对献血反应该如何处理,白细胞膜上的抗原可分为几类
1,白细胞膜上的抗原可分为几类,白细胞膜上的抗原可分为几类
0,人体哪些器官有贮血功能,人失血多少会有生命危险
0,《献血法》鼓励哪些人率先参加献血,国家制定《献血法》的目的是什么
0,B型血者如何真正快乐起来,你还在纠结捐献200毫升还是400毫升么
0,捐献血小板有哪些激励政策,为什么无偿献血，但输血却要收费
0,不同血型的人可以互相输血吗,如果贫血怎么还可以献血吧
0,为什么献血前有的人心里感到紧张,是否献一次血后必须不断的献血
1,我国公民参加献血的年龄规定是多少,献血有年龄规定吗
0,人的血管能有多长,献血后为防止针眼感染一般多少天内不要沾水
1,B型血者如何真正快乐起来,B型血者如何真正快乐起来
1,体育锻炼热衷者能参加献血吗,体育锻炼热衷者能参加献血吗
0,感冒是否可以献血,既然是无偿献血，用血时为什么要收费
0,为什么不能输脂肪血,国家有关无偿献血的表彰及献血者的权利有哪些
0,按压针眼的三大忌,献血者有哪些权利应受保护
0,我国公民参加献血的年龄规定是多少,不同血型的人可以互相输血吗
0,A型血易感新冠肺炎,献血影响健康吗
0,HIV(人类免疫缺陷病毒抗体)的检测意义是什么,献血能降血脂
0,体育锻炼热衷者能参加献血吗,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗
0,女性献血者生理期间能否献血,为什么无偿献血，但输血却要收费
0,让职工上班时间献血，单位的损失不是太大了吗,血清弱D表型孕产妇应视为RhD阴性吗
1,血压是怎样形成的,血压是如何形成的
0,出现意外伤害时献血也不迟吧,献血前是吃饱了去，还是空腹呢
0,血型漫画丨难忘的端午节，你们都是怎么包粽子的,捐献造血干细胞对健康有影响吗
1,献血后检测不合格是否就表示献血者患有疾病,献血检测不合格是不是代表有病
1,血液的主要组成成分有哪些,血液的主要成分
1,捐献血小板有哪些激励政策,捐血小板有什么政策
0,我献出的血液，采供血机构会不会拿去卖掉呢,国际社会公认的“无偿献血者”的概念是什么
0,如何决定输血量,成分献血是什么概念
0,“萌萌哒”血小板为啥那么小,白细胞有血型吗
0,O型血可以输给任何血型的人吗,捐献全血的流程包括什么
1,外科输血如何进行,外科输血如何进行
1,健康者在多大年龄适合捐献造血干细胞_标准如何,健康者在多大年龄适合捐献造血干细胞_标准如何
0,献血后血液多长时间能恢复,为什么无偿献血，但输血却要收费
0,献血是不是应该有偿,孕妈妈为什么要了解自己的血型呢
0,什么是血液的比重,全血为什么需要在4±2℃保存
1,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,献血前不能吃豆浆牛奶鸡蛋的经验怎么来的
0,有的人为什么见血会晕倒,血压是怎样形成的
0,输注少白细胞红细胞的临床意义有哪些,为什么要推行机采成分血
0,为什么需要献血,为什么少数人会发生献血反应
1,血液有代用品吗,血液有代用品吗
0,红细胞为什么有时候需要冻存,人体内的血液总量有多少
0,如何决定输血量,输血可以引起哪些疾病
0,常见血液制品有哪些临床用途,是不是献了一次血后，就必须不停地献血
0,捐献造血干细胞对健康有影响吗,宝宝的性格遗传谁多一些呢
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,献血时紧张怎么办
1,《献血法》对医疗机构临床用血有什么规定,医疗机构临床用血有啥规定
1,秋冬季献血应注意什么,秋冬季献血应注意什么
1,献血后补充哪种食物才能快速恢复元气,献血后快速恢复元气需要补充哪些食物
0,为什么丙型肝炎病毒抗体（HCV抗体）阳性不能献血,血液检验报告单上的“两对半”啥意思
0,夏天献血可以喝盐分饮料吗,造血干细胞移植可治疗哪些疾病
1,三种输血方式_哪种适合您,三种输血方式_哪种适合您
0,献血后如何保护针眼,HIV(人类免疫缺陷病毒抗体)的检测意义是什么
1,献血后要进补吗,献血后怎样食补
0,在亲子鉴定中首先应考虑什么系统,目前临床输血进展如何
0,每次献血献少点好吗,中老年人如何降低高血液粘稠度
0,献血能降血脂,已经献过血了，可以不献了吧
0,白细胞有血型吗,人的血管能有多长
0,既然提倡成分输血，那我献的全血去哪了,采血袋中最常用的抗凝剂是什么
0,献血后如何保护针眼,血型可以人为改变吗
0,无偿献血者应受到哪些奖励,为什么献血使用的针头比一般的粗
0,红细胞是怎样携带氧气的,献血前应该喝糖水还是盐水
1,献血和输血有何不同,献血和输血有啥区别
0,在采血车内献血，血液质量有保证吗,什么是血液的比重
0,夏季献血，那些你不知道的事,血液是否有有效期
1,捐机采成分血和捐献全血有区别吗,捐献血小板与传统献血的区别
1,银屑病患者可以献血吗,银屑病患者可以献血吗
1,献血是不是应该有偿,献血是不是可以支付一定的钱
0,贫血到什么程度需输血,空腹献血者为什么偶尔可出现低血糖性昏厥
0,辐照红细胞的适应症有哪些,捐血的时候容易被传染疾病吗
0,为什么直系亲属之间不宜相互献血,为什么纹身、打耳洞一年内不能献血
0,输血是 越“新鲜”越好吗,医疗机构如何履行艾滋病告知义务
0,捐献血小板有哪些激励政策,献血后为什么手臂会出现淤血
1,护士对安全输血起什么作用,临床安全输血中护士的重要作用
0,献血前是吃饱了去，还是空腹呢,输过血的人可以献血吗
0,献血后要进补吗,已经献过血了，可以不献了吧
1,如何知道自己已成为捐献造血干细胞志愿者,如何知道自己已成为捐献造血干细胞志愿者
0,血压与献血有什么关系,空腹献血者为什么偶尔可出现低血糖性昏厥
1,献血会不会感染上疾病,献血会感染上疾病吗
0,是谁第一个发现了血型,捐献者需要承担什么费用吗
1,献血后为防止针眼感染一般多少天内不要沾水,献血后24小时不能沾水吗
0,献血可以减肥吗,志愿者报名登记后，是否马上就要捐献造血干细胞
1,HLA与输血有什么关系,HLA与输血有何关系
1,献血后身体会发胖吗,献血后可能发胖吗
0,人的血型会改变吗,献血能降血脂
1,人的血管能有多长,人的血管多长
0,我献出的血液，采供血机构会不会拿去卖掉呢,亲属间输血安全吗
0,为什么直系亲属之间不宜相互献血,献血中出现低血糖性昏厥该如何处理
0,人的血型会改变吗,血型与器官移植有关吗
0,是谁第一个将人血输给人的,哪些情况需要输血
0,为什么献血无偿而用血有偿,Rh阴性患者如何输血
1,为什么需要献血,为什么要开展献血
1,输血为什么有风险,输血为什么不安全
0,夏季献血，那些你不知道的事,捐机采成分血和捐献全血有区别吗
0,为什么直系亲属之间不能相互献血,报名后是否可以随时改变捐献造血干细胞的决定
0,Rh（－）属稀有血型吗,血型能改变吗
0,O型全血是万能血吗,捐献造血干细胞影响身体健康吗
0,献血后血液多久可以恢复,亲属间输血安全吗
0,为什么血压不合格不能献血,白细胞膜上的抗原可分为几类
0,输血为什么有风险,红细胞为什么有时候需要冻存
1,血液为什么是咸的,血为什么是咸的
0,为什么不能输脂肪血,O型全血是万能血吗
0,夏季献血，那些你不知道的事,为什么献血检测结果与医院检验结果不一样
1,高脂血患者平时怎么吃,高脂血患者平时怎么吃
0,献血被拒绝，您知道为什么吗,献血能喝咖啡吗
0,献血时紧张怎么办,在亲子鉴定中首先应考虑什么系统
0,新冠肺炎疫情常态化防控怎么做,为什么“受血者”要在受血五年后再献血
0,Rh（－）者如何自我保护,一名健康的公民一生可以献多少血
0,我很怕痛，献血会痛吗,捐血的时候容易被传染疾病吗
0,献血能降血脂,献血后多久可以喝酒
0,是谁第一个将人血输给人的,什么是血液的比重
0,为什么要实行无偿献血制度,我为什么不能献血
0,捐献造血干细胞对健康有影响吗,人的血型会改变吗
1,为什么要推行机采成分血,机采成分血有什么好处
0,O型血是万能血吗？哪种血型最有用,如何知道自己已成为捐献造血干细胞志愿者
1,银屑病患者可以献血吗,银屑病可以献血吗
1,献血后血液多长时间能恢复,献血后，血量多长时间恢复
0,还有什么血型系统与输血关系很大,人体哪些器官有贮血功能
0,国家有关无偿献血的表彰及献血者的权利有哪些,献血会不会上瘾
0,献血后会不会头晕,如何计算每袋全血的重量
0,采血时血液流速会影响血液质量吗,输血是 越“新鲜”越好吗
0,人体血容量究竟是怎么算出来的,献血能降血脂
0,为什么采血时塑料采血袋在不停地摆动,捐献后的血液需要低温保存吗
0,献血中出现低血糖性昏厥该如何处理,为什么直系亲属之间不宜相互献血
0,捐献造血干细胞对健康有影响吗,血液流速与哪些因素有关
0,患者因严重冷凝集素而引起配血困难怎么办,孕妈妈为什么要了解自己的血型呢
0,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,捐机采成分血和捐献全血有区别吗
0,为什么在献血登记前要求填写健康征询表,为什么无偿献血，但输血却要收费
1,哪些情况需要输血,哪些情况需要输血
0,外科输血如何进行,HIV(人类免疫缺陷病毒抗体)的检测意义是什么
0,全血为什么需要在4±2℃保存,献血会不会上瘾
1,献血后如何按压针眼,献血后，你真的会按压针眼吗
0,大姨妈来了为什么不能献血,健康者在多大年龄适合捐献造血干细胞_标准如何
1,献血被拒绝，您知道为什么吗,被拒绝献血的原因有哪些
0,血液的主要组成成分有哪些,献血丢失的血液需要多久能恢复？需要“静养”、“进补”吗
0,献血可能会导致“贫血”吗,如何知道自己已成为捐献造血干细胞志愿者
0,为什么血液中心的检测结果不能作为疾病诊断最终结果,血液有代用品吗
0,人体急需血液时，自身哪些器官可以供血,捐献成分血会不会感染疾病
1,捐机采成分血和捐献全血有区别吗,捐献成分血与捐献全血有什么不同
0,高度近视者为何不能献血,捐献后的血液需要低温保存吗
0,献血和输血有何不同,输过血的人可以献血吗
0,献血会不会感染上疾病,献血后如何保护针眼
1,人体内血液总量是多少,人体内有多少血液
1,美国红十字会采供血机构如何做献血后告知与咨询,美国红十字会采供血机构怎么做献血后告知与咨询
1,为什么少数人会发生献血反应,为什么少数人会发生心慌，头晕，面色苍白等反映
0,血液流速与什么因素有关,献血后会不会头晕
0,抗凝剂是如何抗凝的,报名后是否可以随时改变捐献造血干细胞的决定
0,不知道献血码怎么查询献血记录,什么是血液的比重
0,献血时紧张怎么办,捐机采成分血和捐献全血有区别吗
0,为什么“受血者”要在受血五年后再献血,国家制定《献血法》的目的是什么
1,什么是血液的比重,什么是血液的比重
0,采血量不足的血液为何不能输注给患者,血小板的“神奇功效”，您知道几个
0,捐献成分血会不会感染疾病,输过血的人可以献血吗
0,血型有好坏之分吗,为什么不提倡近亲输血
1,患过肝炎怎么办,患过肝炎怎么办
0,哪些情况需要输血,血液的颜色是什么
1,献血丢失的血液需要多久能恢复？需要“静养”、“进补”吗,献血丢失的血液需要多久能恢复？需要“静养”、“进补”吗
0,用于亲子鉴定的有哪几种血型系统,献血可能会导致“贫血”吗
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,捐机采成分血和捐献全血有区别吗
0,献血后为什么手臂会出现淤血,为什么少数人会发生献血反应
0,用于亲子鉴定的有哪几种血型系统,献血前连豆浆也不能喝
0,血压是怎样形成的,血型和性格有关吗
0,捐机采成分血对身体有什么影响吗,输血可以引起哪些疾病
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,献血后为防止针眼感染一般多少天内不要沾水
1,血液检测后可用和不可用的血液去向,血液检测后可用和不可用的血液去向
0,孕妈妈为什么要了解自己的血型呢,献血影响健康吗
1,如何采集造血干细胞,造血干细胞怎么采集
1,Rh是如何遗传的,Rh是如何遗传的
1,母体与胎儿血相同吗,母体与胎儿血相同吗
1,献血对身体有害吗,献血对身体有害吗
0,血液，需多长时间能恢复原来水平,富血小板的血浆治疗确实有效吗
0,献血后身体会发胖吗,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的
0,体育锻炼热衷者能参加献血吗,献血对身体有害吗
1,献血影响健康吗,献血对身体健康有影响吗
0,献血可能会导致“贫血”吗,血小板为什么会输注无效
0,一年献一次献血量算多吗,捐献成分血会不会感染疾病
0,国家有关无偿献血的表彰及献血者的权利有哪些,输血为什么有风险
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,献血后多久可以喝酒
0,为什么直系亲属间输血并不安全,怎样成为一名捐献造血干细胞志愿者
1,捐机采成分血对身体有什么影响吗,捐机采成分血对身体有什么影响吗
1,捐献造血干细胞有报酬吗,捐献造血干细胞是有偿的吗
0,选择什么样的血管采血,既然提倡成分输血，那我献的全血去哪了
1,流动献血车属于哪个医院的,流动献血车属于哪个医院的
0,公民如何参加献血,人的血管能有多长
1,血型和性格有关吗,血型与性格真的有关系吗
0,为什么血压不合格不能献血,为什么无偿献血，但输血却要收费
0,ABO血型系统是如何定型的,志愿者报名登记后，是否马上就要捐献造血干细胞
1,献血会影响体力吗,献血对体力有影响吗
0,一名健康的公民一生可以捐献多少全血,人体血容量究竟是怎么算出来的
0,Rh（－）属稀有血型吗,怎样配合医生进行输血
1,献血会传染疾病吗,献完血会得病吗
1,Rh（－）者如何自我保护,Rh（-）者平时要注意什么
0,捐献造血干细胞对健康有影响吗,献血后要进补吗
0,献血后饮食如何调理,血型能改变吗
0,女性献血者生理期间能否献血,献血后为什么手臂会出现淤血
0,您知道血型工作者已经为您做了哪些工作吗,"“无偿献血,有偿使用?”是这样的吗"
0,是谁第一个将人血输给人的,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
0,最近生过病怎么办,公民如何参加献血
1,献血者有哪些权利应受保护,献血者有哪些权利应受保护
0,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血,平常还要体育锻炼怎么办
0,献血者有哪些权利应受保护,为什么需要不同的血液成分
1,Rh（－）者如何自我保护,Rh（－）者怎么保护自己
0,献血被拒绝，您知道为什么吗,为什么献血针眼处有时会淤青
1,蹲下再站起来会头晕或眼前一片黑可以献血吗,蹲起出现眼前一片黑和眩晕可以献血吗
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,人体内血液总量是多少
0,捐献后的血液需要低温保存吗,选择性IgA缺乏者有何输血风险
0,献血会不会上瘾,献血会不会感染上疾病
1,为什么血液中心的检测结果不能作为疾病诊断最终结果,为什么血液中心检测结果不能代表疾病诊断结果
0,人体内有哪些造血器官,献血能降血脂
0,献血的8种好处，您知道多少,父母的血型与子女的血型有什么关系
1,O型全血是万能血吗,O型血是万能血吗
0,无偿献血者应受到哪些奖励,血液的主要组成成分有哪些
1,血液可以买卖么?如买卖血液会受到何种处罚,可以自己卖血吗
0,国家实行什么献血制度,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血
0,无偿献血者应受到哪些奖励,晕血？原来是血管迷走神经的过度反应
0,捐血的时候容易被传染疾病吗,献血是不是应该有偿
0,国家实行什么献血制度,献血后如何按压针眼
1,为什么献血无偿而用血有偿,为什么无偿献血，用血却需要花钱
0,为什么“受血者”要在受血五年后再献血,为什么无偿献血，但输血却要收费
0,对非法采供血者的处罚有哪些,有血液恐惧症怎么办
1,怎样正确自己测血压,怎样正确自己测血压
0,哪些情况需要输血,为什么直系亲属之间不宜相互献血
0,为什么血压不合格不能献血,对献血反应该如何处理
0,献血后会贫血吗,为什么无偿献血，但输血却要收费
0,人的血管能有多长,献血后该如何止血
0,白细胞膜上的抗原可分为几类,让职工上班时间献血，单位的损失不是太大了吗
0,献血前你想好了么,为什么要实行无偿献血制度
0,"“无偿献血,有偿使用?”是这样的吗",怎样正确自己测血压
0,富血小板的血浆治疗确实有效吗,人体内的血液总量有多少
1,献血安全吗,献血会对身体有危害吗
0,献血会传染疾病吗,血清弱D表型孕产妇应视为RhD阴性吗
1,不同血型的人可以互相输血吗,血型不同的人之间可以互相献血吗
0,病人大出血时，输血应注意什么,不同血型的人可以互相输血吗
0,献血后为防止针眼感染一般多少天内不要沾水,输血可以引起哪些疾病
0,广州血液中心是什么机构,血站对采集的血液要做怎样的处理
