text,class,label
6.3.2.3	检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.2.4	物料检验报告所选用的注射器必须符合国家相关标准，每一批注射器必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.2.5	规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.2.6	有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3	一次性使用去白细胞滤器质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.1	抽样：每批至少随机抽检5套。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2	质量标准,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.1外观：去白细胞滤器外壳应光洁，无明显机械杂质、异物，焊接面应均匀、无气泡，软管应柔软、透明、光洁，无明显机械杂质、异物、扭结。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2	每个单包装上应有以下内容：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.1	产品名称、规格；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.2	使用符号或文字标明去白细胞滤器无菌、无热原；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.3	批号及失效日期；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.4	产品标记（适用于全血和悬浮红细胞的标记为RF，适用于血小板悬液的标记为PF）；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.5	制造商和/或经销商名称、地址；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.2.2.6	单包装内不应有肉眼可见异物。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.3	检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.4	物料检验报告,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.5规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.3.6有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.1抽样：每批至少随机抽检5套。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.1外观：亚甲蓝病毒灭活器材的软管应光洁，无明显机械杂质、异物、扭结。过滤部件、亚甲蓝添加元件外壳应光洁，无明显机械杂质、异物，焊接面应均匀、无气泡。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.1产品名称、规格；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.2使用符号或文字标明亚甲蓝病毒灭活器材无菌、无热原；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.3批号及失效日期；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.4标明适用范围的产品标记；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.5制造商和/或经销商名称、地址；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2.6单包装内不应有肉眼可见异物。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2.2每个单包装上应有以下内容：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.2质量标准,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.3检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.4	物料检验报告所选用的亚甲蓝病毒灭活器材必须符合国家相关标准，每一批必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.5规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4.6有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.4一次性使用亚甲蓝病毒灭活器材质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.1抽样：每批至少随机抽检5套。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.1外观：包装完整，标识清晰。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2.1	产品名称、规格；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2.2	使用符号或文字标明无菌、无热原；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2.3	批号及失效日期；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2.4	标明适用范围的产品标记；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2.5	制造商和/或经销商名称、地址。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2.2每个单包装上应有以下内容：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.2质量标准,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.3	检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.4	物料检验报告所选用的单采耗材必须符合国家相关标准，每一批单采耗材必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.5	规格：必须符合使用要求,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5.6	有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.5一次性单采耗材质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6	血袋标签质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.1	抽样：每批至少随机抽检5张。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.2	质量标准	标签的底色应为白色，标签应洁净、无破损，字迹清楚；标签上文字一般为实体黑色字体。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.3	检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.4	物料检验报告所选用的血袋标签必须符合国家相关标准，每一批血袋标签必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.5	规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.6.6	拟采用新的生产商所提供的标签或标签材质变更后的确认方法参见附录G。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7	硫酸铜溶液质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.1	抽样,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.1.1	自配硫酸铜溶液：每周检测一次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.1.2	外购成品硫酸铜溶液：每批至少随机抽检5套。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.2	质量标准,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.2.1	自配硫酸铜溶液,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.2.2	外购成品硫酸铜溶液用于男性献血者血比重检查的硫酸铜溶液比重，在溶液允许的使用温度范围时应为1.0520，允许误差为±0.0005。用于女性献血者血比重检查的硫酸铜溶液比重，在溶液允许的使用温度范围时应为1.0510，允许误差为±0.0005。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.3	检测方法：见现行的《中华人民共和国药典》附录中“韦氏比重秤法”。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.4	物料检验报告所选用的硫酸铜溶液必须符合国家相关标准，每一批外购硫酸铜溶液必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.5	规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.7.6	有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8	真空采血管质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.1	抽样：每批至少随机抽检5支。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.2	质量标准试管上的标志、标签应清晰。试管应无色透明、光滑、平整，正常视力能清楚观察到试管内血样；不得有明显变形、沙眼、气泡、杂质等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.3	检查方法：在光线明亮处，以目力检查。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.4	物料检验报告所选用的真空采血管必须符合国家相关标准，每一批真空采血管必须有出厂检验报告。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.5	规格：必须符合使用要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.8.6	有效期：被检物料必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9	检验试剂质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9.1检验试剂包括：感染性标志物核酸检测试剂、乙型肝炎病毒表面抗原检测试剂、丙型肝炎病毒抗原/抗体检测试剂、艾滋病病毒抗原/抗体试剂盒、梅毒特异性抗体检测试剂、地方性时限性感染性疾病抗原/抗体检测试剂、丙氨酸氨基转移酶试剂盒、血型试剂盒、快速检测试剂盒等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9.2	检验报告对于血源筛查的体外诊断试剂盒，必须有国家食品药品监督管理部门批签发证明。其他检测试剂，以生产厂商出具的出厂检验报告为准。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9.3外观检查：每次进货的每个批号的试剂盒分别抽检5盒。试剂盒包装应完整，标识清晰，试剂齐全无渗漏。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9.4	运输要求试剂运送途中的温度必须符合试剂说明书要求，供应商必须提供试剂运输冷链监控温度记录。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.3.9.5	有效期：被检试剂必须在有效期内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4	关键设备质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.1	强制检定设备和校准设备必须定期对关键设备进行检定或校准，除国家强制检定设备按照相关强检要求进行外，其余设备血站可以依据国家检定规程(校准规程)，或生产厂商说明书，或实验室所开展的实验精度要求，由经培训考核合格的工作人员根据相应规程或说明书通过比对实现量值溯源，或委托相关校准机构/生产厂商进行。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2	血站自行监测设备,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.1	成分制备大容量离心机质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.1.1检查频率：每年监测1～2次，由血站自行检测或委托相关校准机构/离心机厂商/有资质的代理商进行。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.1.2	离心温度质量标准：规定温度±1℃。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.1.3	离心时间质量标准：规定时间±20秒。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.1.4	离心转速质量标准：规定转速±50r/分钟。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.2	储血设备质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.2.1	检查频率如未安装集中温度监控系统，温度、温度失控报警、电源故障报警每月至少一次。如已安装集中温度监控系统，且24h有专人监控，温度每月至少一次，温度失控报警系统每季度至少一次，电源故障报警系统每年至少一次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.2.2	温度,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.2.3	电源故障报警系统质量标准：电源发生故障时，报警系统应立即以声/光方式发出警报。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.2.4	温度失控报警系统质量标准：当储血设备的温度超出质量标准范围时，报警系统应以声/光方式发出报警。检测方法：将储血设备的报警范围分别调至低于和高于储血设备温度时，报警系统应以声/光方式发出报警。或使用其它适宜的方法检测。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.3	压力蒸气灭菌器质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.3.1	检查频率：每周检查一次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.3.2检测方法和质量标准：可采用化学指示剂法或生物指示剂法进行灭菌效果监测，具体检测方法和质量标准应当符合国家有关标准或消毒技术规范要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.4	采血秤质量检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.4.1	检查频率根据采血秤的使用频率制定相应检测频率，每半年至少一次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.4.2	混匀器摇动频率,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.4.3	称量准确度质量标准：标示量±2%,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.4.2.4.4	报警功能质量标准：采血袋中采血量到规定量时指示灯应闪光/蜂鸣器应发音报警。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.5	环境卫生质量检查：检查项目、检测方法和检测结果应遵循国家或地方有关消毒卫生标准、消毒技术规范和水污染物排放等要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
6.献血过程是安全的。血液采集使用一次性无菌耗材以保证献血者安全。有些人偶尔会出现如穿刺部位青紫、出血或疼痛、献血后头晕等不适，这些不适都是轻微或短暂的。恳请每位献血者遵照献血前、后应注意的事项，以减低献血不适发生的可能。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
7.血站严格遵从国家规定进行血液检测，将检测合格的血液用于临床，不合格血液将按照国家规定处理。血液检测结果不合格仅表明您所捐献的血液不符合国家标准的要求，不能作为感染或疾病的诊断依据。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
7x：7个连续的质控值落在均值一侧，用于提示可能存在系统误差。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
8.0Kpa（60mmHg）≤舒张压＜12.0Kpa（90mmHg）脉压差：≥30mmHg/4.0Kpa。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
8.根据《传染病防治法》规定，血站将艾滋病等检测阳性的结果及其个人资料向当地疾病控制中心报告。我们承诺对您的相关信息严格保密。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
92.09—甘油分子量；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
??2?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
???Eij,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
??sy.x/,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
?b?c?2,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A 类 以局部表现为主的不良反应,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
A.1	试验原理,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2	试剂,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.1	用于男性献血者（Hb≥120g/L）检测的硫酸铜溶液比重为,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.2	用于女性献血者（Hb≥115g/L）检测的硫酸铜溶液比重为,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.3	不同用途试剂瓶标识应便于区分,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.4	采用商品化硫酸铜试剂的，按试剂说明书规定的条件储存，在有效期内使用。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.5	硫酸铜溶液也可自行配制，配制方法见A.5，应保存配制记录。A.2.6	硫酸铜溶液比重随温度变化而变化的，温度每上升2℃，比重下降0.0005。在配制和使用时应注意这一特性。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.2.7每瓶（50ml）硫酸铜溶液的可用于检测25人次。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.3	标本要求,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.3.1新鲜采集的末梢血或静脉血，抗凝或不抗凝血液均可使用。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.3.2陈旧、溶血和严重乳糜的血液不可用来试验。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.4	操作步骤和结果判断,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.4.1	常规采集手指末梢血或静脉血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.4.2	在距硫酸铜液面上方1cm处垂直将1滴血液轻轻滴入，血滴应不含气泡。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.4.3	在15秒内肉眼观察，判断结果：1）血滴很快下沉于瓶底，表明血液比重大于硫酸铜溶液比重，血红蛋白含量符合献血标准；2）,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.4.4	记录检测结果。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5	硫酸铜溶液配制方法,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.1	贮存液（比重为1.1000）配制	称取硫酸铜结晶(CuSO4?5H2O，分析纯)170.0g置于大试剂瓶中，在1000ml容量瓶中加入蒸镏水至刻度，测量此蒸镏水的温度，根据表A-1查出与温度相应的蒸镏水毫升数，不足的容量用滴定管补加入容量瓶中。将容量瓶中蒸镏水全部倾入盛硫酸铜结晶的大试剂瓶中，再将容量瓶倒置2分钟，使蒸镏水全部滴入大试剂瓶中。此时，容量瓶内尚附着蒸镏水约0.8ml，在计算时此容量已加在表内数字中。摇动试剂瓶使硫酸铜完全溶解，即得比重为1.1000的贮存液。如欲知所配制的贮存液比重是否准确，可用液体比重天平进行测定。如配得的贮存液比重并非1.1000，比重每超过0.0001，则在1000ml溶液中加入蒸镏水1ml。例如，所配成的贮存液的比重1.1050，则在此溶液1000ml中加入蒸镏水50ml，即可校正其比重为1.1000。反之，如所配溶液的比重小于1.1000，则每少0.0001，应在1000ml硫酸铜溶液中加入饱和硫酸铜溶液1ml。在盛贮存液的试剂瓶上贴好标签，做好配制记录。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.2	工作液配制,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.2.1	配制100ml不同比重工作液所需贮存液容量见表A-2。A.5.2.2	确定工作液配制总量，量取所需量贮存液，加入容器内，慢慢加入蒸镏水至工作液总量，边加边摇匀，以消除硫酸铜溶液加水后容量缩减的影响。配制时贮存液和蒸镏水的温度应相同，但不一定为25℃，10～40℃之间影响不大。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.2.3工作液配制后应检测其是否符合质量要求：1）测定比重是否准确，可用液体比重天平测定，必要时采用相对密度测定法；2）采用已知低于和高于献血者血红蛋白标准的全血进行检测，应符合预期要求。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.2.4将配置完毕的工作液分装至小试剂瓶，粘贴标签。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A.5.2.5记录配制过程。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A0	320??0.1,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
A1 类 以穿刺部位出血为主要表现的不良反应,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
A2 类 以疼痛为主要表现的不良反应,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
A3 类 局部炎症,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
B 类 以全身表现为主的不良反应,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
B.3	输血相关传染病标志物检测方法的确认,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1	确认的一般要求,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1.1	试验操作的培训开始确认新的检测方法之前，操作人员应当有充分的时间熟悉新系统，确定关键的操作步骤。生产商应提供试剂或仪器的操作说明，试验原理，规格，试验步骤，局限性，质量控制和健康安全信息。生产商应对操作者进行培训，确保操作人员正确操作。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1.2	试剂的准备应选择经国家检定合格的病原学标志物诊断试剂。严格遵从生产商的说明书进行操作。对于正在进行确认的试剂，所有组份应来源于同一批试剂，不能由其他试剂所替代或实验室自己配制。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1.3	仪器的准备应选择国家批准使用的检测仪器。试验开始前，按要求对仪器进行维护校准。对于开放试剂的仪器设备，特别注意试剂说明书要求的操作条件与仪器性能是否相适应。如果仪器性能与试剂盒说明书的要求有差异，可以征得试剂生产商协助和同意，对本实验室仪器的试验操作参数进行修正，以达到试剂盒要求的试验状态。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1.4	质量控制应建立有效的质量控制程序。除直接采用生产商提供的质控品外，还应选择质量、来源稳定，无基质效应的质控品作为另外的室内质控物。如可能，多试验方法比较过程中，应采用相同质控物。一些定性试验每天只需要使用阴性和阳性质控物，而另一些定性试验可以产生量化的质控结果。对此可以采用统计过程控制方法（SPC），用量化数据监控试验过程。确认试验采用的标本不能等同于质控品使用。试验过程中，应确保过程处于受控状态，否则必须重新试验。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.1.5	保持记录应记录和监控操作人员在试验过程中的健康安全，确保符合法律要求。保留检测全过程的数据和结果，包括检测的速度和使用的适宜性等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2	重复性试验,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.1.1	试验程序：采用生产商提供的阴性、阳性对照，在不低于,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.1.2	可接受标准：20次检测结果不能出现大于1次阴性阳性对照不符合生产商要求。否则实验室必须终止试验，咨询试剂生产商，查找原因，采取纠正措施。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.1生产商提供的阴性阳性对照试验,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.2	方法精密性试验,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.2.1试验程序：在定性试验中，如果能够产生量化试验结果（如ELISA试验S/CO值），应采用接近临界值的标本，对精密度进行估计。建议采用S/CO为2～5的标本，不适宜采用低值的阴性标本和高值阳性标本，因为此类标本距决定水平点即临界值（cutoff）的分析浓度相距较远。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.2.2.2	可接受标准：批内变异系数在15%以内，批间变异系数在20%以内。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3	灵敏度及特异性试验本试验采用已知真实血清学状态的标本，经检测获得方法灵敏度和特异性方面的信息。也可以将不同方法的灵敏性和特异性进行比较，得到量化的差异结果，判断是否具有统计学意义。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.1	标本的选择灵敏度和特异性试验通常对已知真实血清学状态的标本进行检测。确定标本真实血清学状态可以采用金标准方法或临床诊断方法。参考血清盘或能力验证（PT）的标本可用于本试验。参考血清盘是指经过检测或经过与公认方法比较，或具有临床诊断意义的标本。这些标本已经确立了真实的血清学状态，可追溯至经典方法或临床诊断结果。可以从权威机构、专业研究机构和文献中获得参考血清盘的来源。参考血清盘应包含具有不同分析物浓度的临床标本。如可能，血清盘应包含对检测具有干扰的标本。如可造成假阴性和假阳性结果的自身免疫性疾病、螺旋体疾病、白细胞抗体、风湿性关节炎、多发性骨髓瘤患者的标本。尽管商品化参考血清盘在方法确认过程中，具有很好的时间和资源效率，但其局限性在于可能忽视了实验室目的检测人群中疾病的流行率和病原学因子抗原谱的分布。因此，使用参考血清盘、能力验证标本结合常规实验室检测标本，可以提供更有意义、更可靠的确认结果。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.2	标本的数量标本数量的估算，统计学中称为标本含量的估算依据试验设计的类型、结果变量的性质、研究目的和采用的统计分析方法而不同。对于检测结果为计数资料的试验（如定性试验），一般而言，在试验误差控制较好的情况下，不同血清学状态的标本数量至少为30份。否则可能影响试验的统计学功效。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.3	标本的保存应确保标本可用于常规检测并处于稳定状态，尽可能保持试验标本新鲜。如需冻存，血清或血浆应保存在-20℃的条件下。试验标本的保存状态、冻融次数、使用次数和时间应尽量一致，避免标本产生偏差。如需要方法比较试验，应在相同时间进行，最大限度减小由于标本放置时间不同产生的结果差异。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.4	数据的收集和整理及时记录和检查所有试验数据，尽早发现系统和人为的误差。如果能够确定一些结果是由于可知的差错造成，应详细记录差错原因，数据不能用于后续分析过程。如果不能够确定产生异常结果的原因，在数据组中保留原始结果。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.1	单一检测方法灵敏性和特异性估计如果明确了每份检测标本真实的血清学状态，检测方法的灵敏度和特异性很容易计算。表Ｂ-1为反映一个定性试验检测已知真实血清学状态标本的结果的2×2四格表资料。通过这组数据可以计算被估计的灵敏度、特异性。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.1.1	灵敏度和特异性,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.2.1	两方法灵敏度差异估计两方法灵敏度估计,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.3	不同检测方法结果一致性分析,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.3.1	配对设计四格表x2检验（McNemarx2检验）：对于隐含金标准或特设金标准的2×2四格表资料，可采用McNemarx2检验，判断两种检测方法结果不一致部分是否具有统计学意义。该法适用于标本含量适中的资料，因为本法仅仅考虑两检测方法不一致的情况，,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.3.2	Kappa检验：Kappa统计量是Cohen1960年提出的一种校正机遇之后衡量两种检测方法一致性的指标。Kappa（常缩写成K）值在－1到＋1之间，如果K＝－1，说明两种检测方法检测的结果完全不一致；K＝0，说明观察的一致性完全由偶然误差造成；K＝1，说明完全排除机遇一致性后的真正一致性。一般对总体而言，若K＞0.75，表明一致性为优；若K在0.4～0.75之间，表明一致性良好；若K＜0.4，表明一致性较差。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5.3.3	两种检测方法结果的符合性估计,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.3.3.5数据的分析,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4	ALT检测方法的确认,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4.1	确认的一般要求,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4.1.1	试验操作的培训开始确认新的检测方法之前，操作人员应当有充分的时间熟悉新系统，确定关键的操作步骤。生产商应提供试剂或仪器的操作说明，试验原理，规格，试验步骤，局限性，质量控制和健康安全信息。生产商应对操作者进行培训，确保操作人员正确操作被确认系统。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4.1.2	试剂的准备,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4.1.3	仪器的准备应选择国家批准使用的检测仪器。试验开始前，按照要求对仪器进行校准。校准品必须能够溯源至国家或国际标准。可以由校准品的生产商提供相关的校准程序和溯源证明。对于开放试剂的仪器设备，特别注意试剂说明书要求的操作条件与仪器性能是否相适应。如果仪器性能与试剂盒说明书的要求有差异，可以征得试剂生产商协助和同意，对本实验室仪器的试验操作参数进行修正，以达到试剂盒要求的试验状态。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
B.4.1.4	质量控制应建立有效的质量控制程序。选择质量、来源稳定，无基质效应的质控品作为室内质控物。确认试验采用的标本不能等同于质控品使用。应确保试验过程处于受控状态，否则必须重新试验。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
